176,234500 
177,246000 
178,248000 
179,248500 
180,243000 
181,242000 
182,241000 
183,245000 
184,244500 
185,247000 
186,248500 
187,252000 
188,246500 
189,244500 
190,242500 
191,237500 
192,236500 
193,237000 
194,233000 
195,228500 
196,225500 
197,227500 
198,229500 
199,230000 
200,228000 
201,226000 
202,223000 
203,218000 
204,226500 
205,226500 
206,219500 
207,225000 
208,224500 
209,216000 
210,215000 
211,199500 
212,208000 
213,212500 
214,213000 
215,214000 
216,216500 
217,212000 
218,216500 
219,211500 
220,215500 
221,214000 
222,212500 
223,212500 
224,210000 
225,216500 
226,217000 
227,225000 
228,224500 
229,230500 
230,225500 
231,228500 
232,228000 
233,226500 
234,229500 
235,226000 
236,227500 
237,228500 
238,227000 
239,230500 
240,229500 
241,225000 
242,224000 
243,222500 
244,222500 
245,222500 
246,223000 
247,223000 
248,218500 
249,216000 
250,206000 
251,206000 
252,208500 
253,210000 
254,207500 
255,209500 
256,206000 
257,209000 
258,209000 
259,210500 
260,212500 
261,213500 
262,210500 
263,214500 
264,218000 
265,208000 
266,201000 
267,198500 
268,206500 
269,203500 
270,205000 
271,206500 
272,203500 
273,203500 
274,199500 
275,200000 
276,209500 
277,211500 
278,216500 
279,216500 
280,213500 
281,209500 
282,210500 
283,217000 
284,216000 
285,219000 
286,214500 
287,213500 
288,215000 
289,218000 
290,219500 
291,221000 
292,217500 
293,216000 
294,213500 
295,208500 
296,210500 
297,210000 
298,212000 
299,220000 
300,219000 
301,218000 
302,217500 
303,215000 
304,214500 
305,215500 
306,220500 
307,224000 
308,223500 
309,224000 
310,222000 
311,219500 
312,218000 
313,207000 
314,198000 
315,198000 
316,198500 
317,201000 
318,200500 
319,197000 
320,193000 
321,191500 
322,192500 
323,188500 
324,183500 
325,183000 
326,184000 
327,185000 
328,195500 
329,194000 
330,197000 
331,199500 
332,197500 
333,202000 
334,199000 
335,194500 
336,193000 
337,193500 
338,189000 
339,188500 
340,193500 
341,193000 
342,196000 
343,198500 
344,198500 
345,202000 
346,202500 
347,204000 
348,207000 
349,206500 
350,208500 
351,209500 
352,212500 
353,214500 
354,215000 
355,210500 
356,208000 
357,206000 
358,206500 
359,203500 
360,198000 
361,197000 
362,197000 
363,204500 
364,207500 
365,207500 
366,202000 
367,202500 
368,206000 
369,208000 
370,218000 
371,225500 
372,223000 
373,215500 
374,215000 
375,214000 
376,213500 
377,214000 
378,217500 
379,219000 
380,222000 
381,209000 
382,212500 
383,213000 
384,219000 
385,221000 
386,221500 
387,222000 
388,222000 
389,223500 
390,224500 
391,225500 
392,230000 
393,237500 
394,232500 
395,231500 
396,231500 
397,230500 
398,232500 
399,225000 
400,225000 
401,221500 
402,221000 
403,227000 
404,233000 
405,236500 
406,234500 
407,229000 
408,228500 
409,228000 
410,228500 
411,237000 
412,238000 
413,240500 
414,239500 
415,249000 
416,244500 
417,242500 
418,242500 
419,244000 
420,250500 
421,248000 
422,250000 
423,248000 
424,248000 
425,248500 
426,255500 
427,256500 
428,255000 
429,255000 
430,254000 
431,256500 
432,256500 
433,251000 
434,254500 
435,247500 
436,249500 
437,247500 
438,253500 
439,260500 
440,264500 
441,262000 
442,263500 
443,266000 
444,264500 
445,256500 
446,261000 
447,262500 
448,258500 
449,253500 
450,258500 
451,265000 
452,261500 
453,261000 
454,253000 
455,254000 
456,248000 
457,244500 
458,250000 
459,254000 
460,248500 
461,247500 
462,249000 
463,244000 
464,243000 
465,249000 
466,254000 
467,258500 
468,254500 
469,253500 
470,253000 
471,252500 
472,255000 
473,257500 
474,255000 
475,252000 
476,249500 
477,239000 
478,233000 
479,232500 
480,230000 
481,230000 
482,228500 
483,229000 
484,230000 
485,231500 
486,228000 
487,227000 
488,227500 
489,220500 
490,224500 
491,228500 
492,226000 
493,225500 
494,229500 
495,236500 
496,224500 
497,224000 
498,228500 
499,229000 
500,229500 
501,224500 
502,221000 
503,228000 
504,232000 
505,231000 
506,233000 
507,228500 
508,231000 
509,236000 
510,236500 
511,232000 
512,228000 
513,223500 
514,230500 
515,234500 
516,231500 
517,226000 
518,228500 
519,226500 
520,230500 
521,233500 
522,231000 
523,227500 
524,227000 
525,232500 
526,233000 
527,229500 
528,225500 
529,222000 
530,228000 
531,227500 
532,233000 
533,236500 
534,243500 
535,245000 
536,246000 
537,242000 
538,244500 
539,243500 
540,238500 
541,237000 
542,236500 
543,235500 
544,229000 
545,229000 
546,234000 
547,235000 
548,231000 
549,229500 
550,234500 
551,235500 
552,232500 
553,243000 
554,246000 
555,248000 
556,251000 
557,251500 
558,250000 
559,245500 
560,247500 
561,246500 
562,248500 
563,243500 
564,242500 
565,242000 
566,241500 
567,238000 
568,242000 
569,240000 
570,245000 
571,244000 
572,245000 
573,245000 
574,242000 
575,236000 
576,233500 
577,234000 
578,230000 
579,225000 
580,223000 
581,228500 
582,231500 
583,229500 
584,231500 
585,237500 
586,239500 
587,234500 
588,233500 
589,230000 
590,230500 
591,233000 
592,233000 
593,235000 
594,229000 
595,230000 
596,230000 
597,224500 
598,226500 
599,227000 
600,225000 
601,224000 
602,223000 
603,224000 
604,225000 
605,224000 
606,225000 
607,229500 
608,226000 
609,223500 
610,218000 
611,219500 
612,224500 
613,228500 
614,229500 
615,230000 
616,229500 
617,229000 
618,230500 
619,228000 
620,228000 
621,225500 
622,225500 
623,224000 
624,228500 
625,224000 
626,223000 
627,230000 
628,235000 
629,234000 
630,232500 
631,227500 
632,229000 
633,225500 
634,229000 
635,227500 
636,227000 
637,237500 
638,244500 
639,245500 
640,243500 
641,237500 
642,236000 
643,233000 
644,232000 
645,228500 
646,231000 
647,232000 
648,233500 
649,230000 
650,224000 
651,224500 
652,226000 
653,224000 
654,224500 
655,225000 
656,226000 
657,228000 
658,231000 
659,233000 
660,232000 
661,225500 
662,222000 
663,221500 
664,217500 
665,213500 
666,220000 
667,219500 
668,218500 
669,218000 
670,198000 
671,195000 
672,195500 
673,191500 
674,192000 
675,189500 
676,187000 
677,189500 
678,190500 
679,188500 
680,180000 
681,184500 
682,182000 
683,178000 
684,178000 
685,178500 
686,176000 
687,175000 
688,168000 
689,162000 
690,169000 
691,167000 
692,161500 
693,171000 
694,172500 
695,176000 
696,173500 
697,173500 
698,172000 
699,170000 
700,160000 
701,155000 
702,151000 
703,158500 
704,162000 
705,166500 
706,176000 
707,176000 
708,178500 
709,177000 
710,177500 
711,177500 
712,171500 
713,167000 
714,165000 
715,171500 
716,174000 
717,174500 
718,180500 
719,179000 
720,182000 
721,176500 
722,177500 
723,185000 
724,188000 
725,185500 
726,181500 
727,180000 
728,178000 
729,178500 
730,174500 
731,174500 
732,169000 
733,167500 
734,170000 
735,171000 
736,171500 
737,175000 
738,174500 
739,171500 
740,169000 
741,169000 
742,168000 
743,164500 
744,170000 
745,178000 
746,180000 
747,177500 
748,179500 
749,177500 
750,174500 
751,171000 
752,172500 
753,173500 
754,171500 
755,168000 
756,168000 
757,164500 
758,164000 
759,165500 
760,167000 
761,169500 
762,171000 
763,166000 
764,166500 
765,166000 
766,163500 
767,157500 
768,156500 
769,157000 
770,155000 
771,158000 
772,158000 
773,162500 
774,162000 
775,162500 
776,164000 
777,163500 
778,160500 
779,161500 
780,166500 
781,163500 
782,167500 
783,173000 
784,169000 
785,173000 
786,176500 
787,172000 
788,172000 
789,175500 
790,182000 
791,182000 
792,184000 
793,181000 
794,179000 
795,175000 
796,170000 
797,169000 
798,167500 
799,167000 
800,168500 
801,164000 
802,164000 
803,166000 
804,162000 
805,161500 
806,161000 
807,161500 
808,167500 
809,167000 
810,171000 
811,170000 
812,169000 
813,170000 
814,174500 
815,171000 
816,170000 
817,175500 
818,177500 
819,176000 
820,172500 
821,171000 
822,169000 
823,172000 
824,171500 
825,173000 
826,173000 
827,169500 
828,169000 
829,166000 
830,164000 
831,163500 
832,162500 
833,162500 
834,162500 
835,159500 
836,162500 
837,160000 
838,157000 
839,156000 
840,158000 
841,154500 
842,138500 
843,135500 
844,139000 
845,137500 
846,134500 
847,135500 
848,134500 
849,138000 
850,136000 
851,136500 
852,137000 
853,136000 
854,131500 
855,130000 
856,132000 
857,131000 
858,133000 
859,132000 
860,135000 
861,134500 
862,136000 
863,136500 
864,135500 
865,135000 
866,133000 
867,131500 
868,128000 
869,127000 
870,124000 
871,125500 
872,125500 
873,126500 
874,127000 
875,123500 
876,124000 
877,133000 
878,131000 
879,138000 
880,139000 
881,145000 
882,145000 
883,146000 
884,150000 
885,149000 
886,143500 
887,144000 
888,145500 
889,139500 
890,138000 
891,140000 
892,139000 
893,146000 
894,144500 
895,143500 
896,146500 
897,148000 
898,149000 
899,146000 
900,142500 
901,147500 
902,150000 
903,147000 
904,144000 
905,149000 
906,146500 
907,151500 
908,152000 
909,150000 
910,152000 
911,156500 
912,155500 
913,156500 
914,156000 
915,154500 
916,156500 
917,163000 
918,163500 
919,165500 
920,159000 
921,164000 
922,157000 
923,158000 
924,162000 
925,164000 
926,168000 
927,167000 
928,164000 
929,158000 
930,160500 
931,162000 
932,159500 
933,163500 
934,163000 
935,162500 
936,161000 
937,161000 
938,162500 
939,163000 
940,162000 
941,158000 
942,159000 
943,159000 
944,155500 
945,153500 
946,156000 
947,158500 
948,162500 
949,165500 
950,165500 
951,164500 
952,165000 
953,162500 
954,163000 
955,160500 
956,156500 
957,158000 
958,157000 
959,158000 
960,159500 
961,158000 
962,157000 
963,155000 
964,151500 
965,152500 
966,151000 
967,147500 
968,153000 
969,152000 
970,153000 
971,151500 
972,150500 
973,150000 
974,151500 
975,151500 
976,148500 
977,150500 
978,151500 
979,153000 
980,155500 
981,154000 
982,152000 
983,153000 
984,151500 
985,151500 
986,151000 
987,149000 
988,149000 
989,144000 
990,143500 
991,140000 
992,137500 
993,136500 
994,140000 
995,139500 
996,140500 
997,141000 
998,138500 
999,139000 
1000,140000 
1001,136500 
1002,137000 
1003,139000 
1004,137500 
1005,136000 
1006,137000 
1007,135000 
1008,133000 
1009,132500 
1010,129500 
1011,129000 
1012,132500 
1013,133500 
1014,131000 
1015,137000 
1016,139500 
1017,141000 
1018,147000 
1019,147000 
1020,149000 
1021,147500 
1022,149000 
1023,149000 
1024,147000 
1025,147000 
1026,147500 
1027,150000 
1028,147500 
1029,147500 
1030,146500 
1031,148000 
1032,149500 
1033,148000 
1034,149000 
1035,148500 
1036,147000 
1037,146500 
1038,146500 
1039,150500 
1040,154500 
1041,159000 
1042,158000 
1043,155500 
1044,153000 
1045,154000 
1046,155000 
1047,155500 
1048,152500 
1049,149500 
1050,144000 
1051,144500 
1052,144000 
1053,146500 
1054,146000 
1055,146000 
1056,148500 
1057,152000 
1058,151500 
1059,154000 
1060,153000 
1061,151500 
1062,154000 
1063,151000 
1064,149500 
1065,153500 
1066,149000 
1067,148000 
1068,143500 
1069,142500 
1070,142500 
1071,139000 
1072,135500 
1073,139500 
1074,139000 
1075,136500 
1076,135000 
1077,135500 
1078,134500 
1079,133000 
1080,134500 
1081,132000 
1082,133000 
1083,133500 
1084,135000 
1085,135000 
1086,136000 
1087,136500 
1088,139500 
1089,138000 
1090,138000 
1091,138500 
1092,139500 
1093,139500 
1094,139000 
1095,139000 
1096,135500 
1097,138500 
1098,135500 
1099,134500 
1100,134500 
1101,136500 
1102,138000 
1103,140000 
1104,141000 
1105,139500 
1106,141500 
1107,139000 
1108,139000 
1109,135500 
1110,137000 
1111,137000 
1112,135000 
1113,130000 
1114,131000 
1115,130500 
1116,131000 
1117,132000 
1118,135500 
1119,131500 
1120,133000 
1121,132000 
1122,130000 
1123,129500 
1124,130000 
1125,129000 
1126,135500 
1127,136000 
1128,137000 
1129,136000 
1130,132000 
1131,135500 
1132,134000 
1133,132000 
1134,130500 
1135,133000 
1136,133000 
1137,136500 
1138,134000 
1139,134500 
1140,136000 
1141,133000 
1142,135000 
1143,132500 
1144,132500 
1145,132000 
1146,132500 
1147,135500 
1148,136500 
1149,135500 
1150,134000 
1151,132500 
1152,133000 
1153,131500 
1154,135000 
1155,139000 
1156,139500 
1157,139000 
1158,139000 
1159,139500 
1160,138500 
1161,138500 
1162,137000 
1163,138500 
1164,138000 
1165,138000 
1166,142000 
1167,140500 
1168,141500 
1169,138500 
1170,139500 
1171,135500 
1172,139000 
1173,140000 
1174,139000 
1175,136500 
1176,133500 
1177,134500 
1178,136500 
1179,134000 
1180,133000 
1181,133000 
1182,134500 
1183,133000 
1184,132000 
1185,133500 
1186,134500 
1187,138000 
1188,137500 
1189,138000 
1190,140500 
1191,140000 
1192,141500 
1193,139500 
1194,136500 
1195,136000 
1196,137000 
1197,138500 
1198,134000 
1199,129000 
1200,131500 
1201,132000 
1202,130500 
1203,131000 
1204,132000 
1205,129500 
1206,133500 
1207,133500 
1208,134000 
1209,135000 
1210,136000 
1211,135000 
1212,134500 
1213,133000 
1214,132000 
1215,133500 
1216,134000 
1217,136500 
1218,136500 
1219,142000 
1220,144000 
1221,144500 
1222,145000 
1223,143500 
1224,142000 
1225,139500 
1226,142000 
1227,143500 
1228,143500 
1229,142000 
1230,144000 
1231,144500 
1232,144500 
1233,143500 
1234,146000 
1235,150000 
1236,153000 
1237,154000 
1238,153500 
1239,151000 
1240,150500 
1241,152000 
1242,148500 
1243,148000 
1244,149000 
1245,150500 
1246,153500 
1247,154000 
1248,152000 
1249,153000 
1250,149000 
1251,146500 
1252,142000 
1253,142500 
1254,139500 
1255,139500 
1256,136000 
1257,137500 
1258,136500 
1259,139000 
1260,139000 
1261,140000 
1262,141000 
1263,139500 
1264,140000 
1265,145500 
1266,150500 
1267,150500 
